system:index,AHGFL1,AHGFL2,AL26EP,AL26EP_ERR,AL26NC,AL26NC_ERR,AL26NP,AL26NP_ERR,ALAMS,ALCORR,ALPROD,ALSELF,ALSNOW,ALSTND,ALTOPO,ALTOTS,AREA,AUTHOR,BASIN,BE10EP,BE10EP_ERR,BE10NC,BE10NC_ERR,BE10NP,BE10NP_ERR,BEAMS,BECORR,BEPROD,BESELF,BESNOW,BESTND,BETOPO,BETOTS,CNTRY,CORDS_ELEV,CRN_SUBCMP,DBDOI,DBVERNO,DIV_ADMIN,DIV_OTHER,EAL_ERR,EAL_GCMYR,EAL_MMKYR,EBE_ERR,EBE_GCMYR,EBE_MMKYR,ELEVATION,ELEV_AVE,ELEV_STD,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,IBRACODE,IBRAREGION,IGSNID,ISL_NAME,LAKE,MATERIAL,METASITEID,OAID,OBSID1,OBSID2,PROJECTION,PROJEPSGID,PUBYEAR,REFDBID,REFDOI,REFID,REGION_INT,REGION_REG,RIVDIV,RIVNAME,SITEID,SITE_COMMT,SIZEMAX,SIZEMIN,SLP_AVE,SLP_STD,SMPID,SMP_COMMT,SMP_DAY,SMP_MONTH,SMP_YEAR,STUDYID,X_WGS84,Y_WGS84,mean,realid,.geo
000100000000000005ce,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS-Assumed,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,18.16,Sullivan,ND,6.5,0.9,636557.0,18084.0,704000.0,20000.0,LLNL-CAMS-Assumed,0.9042,1.412,1.0,1.0,KNSTD,0.997,1.407,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.3,0.00156,5.89,-9999.99,571.76,110.2,-9.99999,-9.99999,-9.99999,-9.99999,5.0E-5,1.1E-4,3.2E-4,3.5E-4,NA,not applicable,NA,NA,NA,ND,NA,OAID-000161,S039WTS044,CS-29,WGS84_UTM_17N,32617,2007,Sullivan:2007blue,,phdthesis,Blue Ridge Escarpment (NC/VA),NA,not applicable,not applicable,CRNST00632a,NA,0,0,186.1,122.3,CRNSM00742,NA,-9999,-9999,-9999,S039,-80.225741,36.727205,1253.6086245353163,2836,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005e5,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,16.81,Linari,ND,7.2,0.6,704000.0,13770.0,704000.0,13770.0,LLNL-CAMS,1.0,1.419,1.0,1.0,07KNSTD,0.996,1.414,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.17,0.0014,5.3,-9999.99,562.43,102.12,-9.99999,-9.99999,-9.99999,-9.99999,3.0E-5,1.0E-4,2.9E-4,3.1E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS049,CS-29,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST00632b,NA,850,250,172.26,115.38,CRNSM02805,NA,-9999,-9999,-9999,S154,-80.225662,36.727326,1253.7564451561252,2885,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000783,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS-Assumed,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,4.47,Sullivan,ND,8.3,1.1,436729.0,23509.0,483000.0,26000.0,LLNL-CAMS-Assumed,0.9042,1.261,1.0,1.0,KNSTD,1.0,1.261,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.85,0.00211,7.96,-9999.99,426.82,33.69,-9.99999,-9.99999,-9.99999,-9.99999,1.2E-4,1.8E-4,4.4E-4,4.9E-4,NA,not applicable,NA,NA,NA,ND,NA,OAID-000161,S039WTS045,CS-30,WGS84_UTM_17N,32617,2007,Sullivan:2007blue,,phdthesis,Blue Ridge Escarpment (NC/VA),NA,not applicable,not applicable,CRNST00633a,NA,0,0,82.4,59.0,CRNSM00743,NA,-9999,-9999,-9999,S039,-80.179747,36.660847,1250.6822884966523,3554,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000073f,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS-Assumed,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,5.46,Sullivan,ND,27.6,3.6,163660.0,5425.0,181000.0,6000.0,LLNL-CAMS-Assumed,0.9042,1.725,1.0,1.0,KNSTD,0.998,1.722,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,6.5,0.00801,30.22,-9999.99,684.98,103.75,-9.99999,-9.99999,-9.99999,-9.99999,2.7E-4,6.6E-4,0.00157,0.00172,NA,not applicable,NA,NA,NA,ND,NA,OAID-000161,S039WTS046,CS-31,WGS84_UTM_17N,32617,2007,Sullivan:2007blue,,phdthesis,Blue Ridge Escarpment (NC/VA),NA,not applicable,not applicable,CRNST00634a,NA,0,0,275.5,114.9,CRNSM00744,NA,-9999,-9999,-9999,S039,-80.339933,36.665989,1240.1114427860696,3463,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003a3,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS-Assumed,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,116.36,Sullivan,ND,16.7,2.1,243230.0,7234.0,269000.0,8000.0,LLNL-CAMS-Assumed,0.9042,1.727,1.0,1.0,KNSTD,0.996,1.721,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,4.3,0.00531,20.03,-9999.99,827.45,120.18,-9.99999,-9.99999,-9.99999,-9.99999,1.6E-4,4.1E-4,0.00105,0.00114,NA,not applicable,NA,NA,NA,ND,NA,OAID-000161,S039WTS047,CS-32,WGS84_UTM_17N,32617,2007,Sullivan:2007blue,,phdthesis,Blue Ridge Escarpment (NC/VA),NA,not applicable,not applicable,CRNST00635a,NA,0,0,151.1,145.0,CRNSM00745,NA,-9999,-9999,-9999,S039,-80.450891,36.617493,1217.8445083754812,1714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003c1,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.79,Binnie,ND,270.0,28.0,57834.0,2980.0,62100.0,3200.0,ANU,0.9313,4.169,1.0,1.0,NIST_30000,0.956,3.986,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,37.19,0.05033,189.93,-9999.99,1919.08,275.01,-9.99999,-9.99999,-9.99999,-9.99999,0.00261,0.00238,0.0092,0.00986,NA,not applicable,NA,NA,NA,SaGr,NA,OAID-000014,S042WTS001,OGC,WGS84_UTM_11N,32611,2008,Binnie:2008bernardino,10.1016/j.epsl.2008.09.008,Earth_Planet_Sc_Lett_276,San Bernardino (CA),NA,not applicable,not applicable,CRNST00639a,NA,20000,125,547.03,141.62,CRNSM00749,NA,-9999,-9999,-9999,S042,-116.940084,34.094143,712.2110726643599,1766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000087f,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.49,Binnie,ND,560.0,60.0,20582.0,1397.0,22100.0,1500.0,ANU,0.9313,4.19,1.0,1.0,NIST_30000,0.985,4.131,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,110.7,0.14666,553.43,-9999.99,2048.11,217.69,-9.99999,-9.99999,-9.99999,-9.99999,0.01001,0.00684,0.02671,0.02934,NA,not applicable,NA,NA,NA,SaGr,NA,OAID-000014,S042WTS002,KC,WGS84_UTM_11N,32611,2008,Binnie:2008bernardino,10.1016/j.epsl.2008.09.008,Earth_Planet_Sc_Lett_276,San Bernardino (CA),NA,not applicable,not applicable,CRNST00640a,NA,20000,125,390.83,105.54,CRNSM00750,NA,-9999,-9999,-9999,S042,-116.962734,34.160188,707.6786389413991,3908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000407,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,62.52,Norton,Fontanne,357.0,38.0,26825.0,2828.0,29400.0,3100.0,ETH-Zurich,0.9124,2.253,1.0,1.0,S555,0.99,2.231,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,54.88,0.06349,239.57,-9999.99,880.73,119.11,-9.99999,-9.99999,-9.99999,-9.99999,0.0068,0.0048,0.01193,0.01454,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS001,FON1,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00645a,NA,1000,500,287.17,135.79,CRNSM00755,NA,-9999,-9999,-9999,S044,8.061989,47.030381,1259.5852346024838,1873,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000711,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,4.62,Norton,Fontanne,451.0,50.0,21168.0,2372.0,23200.0,2600.0,ETH-Zurich,0.9124,2.2,1.0,1.0,S555,0.994,2.188,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,69.52,0.0791,298.49,-9999.99,905.94,71.3,-9.99999,-9.99999,-9.99999,-9.99999,0.00901,0.00609,0.01487,0.01842,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS002,FON2,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00646a,NA,1000,500,254.62,91.28,CRNSM00756,NA,-9999,-9999,-9999,S044,8.032106,47.037053,1249.3255583126554,3397,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000076a,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,3.45,Norton,Fontanne,334.0,37.0,27463.0,3011.0,30100.0,3300.0,ETH-Zurich,0.9124,2.362,1.0,1.0,S555,0.993,2.346,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,56.28,0.06491,244.93,-9999.99,1000.83,89.35,-9.99999,-9.99999,-9.99999,-9.99999,0.00723,0.00472,0.01216,0.01491,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS003,FON3,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00647a,NA,1000,500,256.15,94.38,CRNSM00757,NA,-9999,-9999,-9999,S044,7.981158,47.030459,1287.7338225483654,3519,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000006d5,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,5.75,Norton,Fontanne,405.0,46.0,23175.0,2646.0,25400.0,2900.0,ETH-Zurich,0.9124,2.45,1.0,1.0,S555,0.993,2.432,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,69.36,0.07953,300.12,-9999.99,1018.23,69.24,-9.99999,-9.99999,-9.99999,-9.99999,0.00923,0.00564,0.01486,0.01838,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS004,FON4,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00648a,NA,1000,500,232.01,84.59,CRNSM00758,NA,-9999,-9999,-9999,S044,7.986291,46.972048,1311.9206978588422,3291,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007cd,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.5,Norton,Fontanne,324.0,27.0,29653.0,2463.0,32500.0,2700.0,ETH-Zurich,0.9124,2.534,1.0,1.0,S555,0.99,2.508,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,52.07,0.06388,241.07,-9999.99,1083.5,79.58,-9.99999,-9.99999,-9.99999,-9.99999,0.00536,0.0044,0.01193,0.0138,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS005,FON5,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00649a,NA,1000,500,298.03,114.87,CRNSM00759,NA,-9999,-9999,-9999,S044,7.96617,46.97032,1340.076923076923,3656,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007e3,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.37,Norton,Fontanne,630.0,200.0,14507.0,4653.0,15900.0,5100.0,ETH-Zurich,0.9124,2.569,1.0,1.0,S555,0.99,2.545,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,204.91,0.13259,500.36,-9999.99,1094.22,79.32,-9.99999,-9.99999,-9.99999,-9.99999,0.0475,0.00913,0.02468,0.0543,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS006,FON6s,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00650a,NA,500,250,305.41,105.71,CRNSM00760,NA,-9999,-9999,-9999,S044,7.970828,46.987051,1330.8302073050347,3683,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007e4,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.37,Norton,Fontanne,643.0,149.0,12591.0,2920.0,13800.0,3200.0,ETH-Zurich,0.9124,2.569,1.0,1.0,S555,0.99,2.545,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,182.04,0.15281,576.65,-9999.99,1094.22,79.32,-9.99999,-9.99999,-9.99999,-9.99999,0.03752,0.01053,0.02844,0.04824,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS007,FON6m,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00650a,NA,1000,500,305.41,105.71,CRNSM00761,NA,-9999,-9999,-9999,S044,7.970828,46.987051,1330.8302073050347,3684,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007e5,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.37,Norton,Fontanne,540.0,67.0,14963.0,1825.0,16400.0,2000.0,ETH-Zurich,0.9124,2.569,1.0,1.0,S555,0.99,2.545,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,113.54,0.12855,485.08,-9999.99,1094.22,79.32,-9.99999,-9.99999,-9.99999,-9.99999,0.01595,0.00885,0.02393,0.03009,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS008,FON6l,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00650a,NA,2000,1000,305.41,105.71,CRNSM00762,NA,-9999,-9999,-9999,S044,7.970828,46.987051,1330.8302073050347,3685,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005ef,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,11.97,Norton,Fontanne,450.0,46.0,18978.0,2007.0,20800.0,2200.0,ETH-Zurich,0.9124,2.459,1.0,1.0,S555,0.988,2.431,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,83.13,0.09714,366.55,-9999.99,1045.58,105.18,-9.99999,-9.99999,-9.99999,-9.99999,0.01042,0.00691,0.01814,0.02203,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS009,FON7,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00651a,NA,1000,500,317.29,123.61,CRNSM00763,NA,-9999,-9999,-9999,S044,8.001205,46.98283,1312.1033009708744,2899,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000830,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.71,Norton,Trub,331.0,38.0,26733.0,3011.0,29300.0,3300.0,ETH-Zurich,0.9124,2.742,1.0,1.0,S555,0.984,2.7,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,65.21,0.07586,286.27,-9999.99,1181.31,77.03,-9.99999,-9.99999,-9.99999,-9.99999,0.00868,0.00495,0.0141,0.01728,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS010,TRUB1,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00652a,NA,1000,500,354.77,127.89,CRNSM00764,NA,-9999,-9999,-9999,S044,7.892956,46.995373,1383.194109772423,3790,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000575,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.62,Norton,Trub,380.0,120.0,23631.0,7755.0,25900.0,8500.0,ETH-Zurich,0.9124,2.731,1.0,1.0,S555,0.982,2.684,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,134.76,0.08539,322.22,-9999.99,1181.11,84.86,-9.99999,-9.99999,-9.99999,-9.99999,0.0315,0.0056,0.01587,0.03571,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS011,TRUB2,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00653a,NA,1000,500,383.14,126.32,CRNSM00765,NA,-9999,-9999,-9999,S044,7.884605,46.990381,1380.3831640058058,2675,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000040b,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,9.84,Norton,Trub,351.0,37.0,26003.0,2828.0,28500.0,3100.0,ETH-Zurich,0.9124,2.58,1.0,1.0,S555,0.988,2.549,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,63.4,0.07396,279.1,-9999.99,1102.03,106.26,-9.99999,-9.99999,-9.99999,-9.99999,0.00817,0.00505,0.01379,0.0168,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS012,TRUB3,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00654a,NA,1000,500,315.05,126.17,CRNSM00766,NA,-9999,-9999,-9999,S044,7.892103,46.967091,1328.5075952325315,1881,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000703,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,4.93,Norton,Trub,430.0,48.0,21168.0,2372.0,23200.0,2600.0,ETH-Zurich,0.9124,2.671,1.0,1.0,S555,0.989,2.643,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,80.83,0.09398,354.65,-9999.99,1133.94,75.9,-9.99999,-9.99999,-9.99999,-9.99999,0.01069,0.00626,0.01747,0.02142,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS013,TRUB4,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00655a,NA,1000,500,309.12,98.45,CRNSM00767,NA,-9999,-9999,-9999,S044,7.91545,46.988717,1374.7162352941177,3370,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000865,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.4,Norton,Trub,395.0,44.0,23084.0,2555.0,25300.0,2800.0,ETH-Zurich,0.9124,2.732,1.0,1.0,S555,0.989,2.704,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,75.28,0.08799,332.05,-9999.99,1168.74,62.27,-9.99999,-9.99999,-9.99999,-9.99999,0.00989,0.00575,0.01634,0.01995,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS014,TRUB5,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00656a,NA,1000,500,313.53,98.14,CRNSM00768,NA,-9999,-9999,-9999,S044,7.918744,47.00138,1380.112244897959,3868,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000492,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,37.86,Norton,Trub,472.0,53.0,18522.0,2099.0,20300.0,2300.0,ETH-Zurich,0.9124,2.512,1.0,1.0,S555,0.99,2.488,CHE,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,88.24,0.10166,383.61,-9999.99,1070.37,108.39,-9.99999,-9.99999,-9.99999,-9.99999,0.0117,0.0071,0.01896,0.02338,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000116,S044WTS015,TRUB6,WGS84_UTM_32N,32632,2008,Norton:2008swiss,10.1016/j.geomorph.2007.07.013,Geomorphology_95,Swiss Alps,NA,not applicable,not applicable,CRNST00657a,NA,1000,500,289.07,119.23,CRNSM00769,NA,-9999,-9999,-9999,S044,7.88816,46.947845,1316.408510638298,2211,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000004d0,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS-Assumed,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,39.54,Duxburry,ND,22.5,2.9,125684.0,3617.0,139000.0,4000.0,LLNL-CAMS-Assumed,0.9042,1.668,1.0,1.0,KNSTD,0.992,1.656,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,8.26,0.01013,38.24,-9999.99,706.3,203.3,-9.99999,-9.99999,-9.99999,-9.99999,3.0E-4,8.8E-4,0.00198,0.00219,NA,not applicable,NA,NA,NA,ND,NA,OAID-000054,S046WTS004,SH-01d,WGS84_UTM_18N,32618,2009,Duxburry:2008shenandoah,,phdthesis,Old Rag Mountain (VA),NA,not applicable,not applicable,CRNST00671a,NA,0,0,272.2,122.2,CRNSM00786,NA,-9999,-9999,-9999,S046,-78.287288,38.571334,1137.5786839295245,2346,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000004d1,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS-Assumed,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,39.54,Duxburry,ND,14.9,2.0,188978.0,7234.0,209000.0,8000.0,LLNL-CAMS-Assumed,0.9042,1.668,1.0,1.0,KNSTD,0.992,1.656,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,5.46,0.00665,25.1,-9999.99,706.3,203.3,-9.99999,-9.99999,-9.99999,-9.99999,2.6E-4,5.5E-4,0.00131,0.00145,NA,not applicable,NA,NA,NA,ND,NA,OAID-000054,S046WTS002,SH-01b,WGS84_UTM_18N,32618,2009,Duxburry:2008shenandoah,,phdthesis,Old Rag Mountain (VA),NA,not applicable,not applicable,CRNST00671a,NA,0,0,272.2,122.2,CRNSM00784,NA,-9999,-9999,-9999,S046,-78.287288,38.571334,1137.5786839295245,2347,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000004d2,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS-Assumed,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,39.54,Duxburry,ND,14.7,1.9,192595.0,5425.0,213000.0,6000.0,LLNL-CAMS-Assumed,0.9042,1.668,1.0,1.0,KNSTD,0.992,1.656,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,5.32,0.00652,24.61,-9999.99,706.3,203.3,-9.99999,-9.99999,-9.99999,-9.99999,1.9E-4,5.4E-4,0.00129,0.00141,NA,not applicable,NA,NA,NA,ND,NA,OAID-000054,S046WTS001,SH-01a,WGS84_UTM_18N,32618,2009,Duxburry:2008shenandoah,,phdthesis,Old Rag Mountain (VA),NA,not applicable,not applicable,CRNST00671a,NA,0,0,272.2,122.2,CRNSM00783,NA,-9999,-9999,-9999,S046,-78.287288,38.571334,1137.5786839295245,2349,"{""type"":""MultiPoint"",""coordinates"":[]}"
